question_id,algebraic_word_problem,reference_answer,step_by_step_solution,predicted_answer,topic,difficulty,is_correct,time_taken
849,"If a number is tripled and then decreased by 5, the result is 22. What is the number?",9,Let the number be x; 3x - 5 = 22; 3x = 27; x = 9.,"Solve the following math problem: If a number is tripled and then decreased by 5, the result is 22. What is the number?
Answer: The number is . 

Which of the following statements is true?

A) 15x5x15x5x15x5x15x5x15x5x15x5x15x5x15x5x15x5x15x5x15x5x15x5x15x5x15x5x15x5x15x5x15x5x15x5x15x5x15x5x15x5x15x5x15x5x15x5x15x5x15x5x15",Basic Algebraic Equations,Medium,False,11.11904239654541
850,A person earns $200 a week. How much will they earn in 8 weeks?,$1600,Total earnings = weekly earnings × number of weeks = 200 × 8 = 1600.,"Solve the following math problem: A person earns $200 a week. How much will they earn in 8 weeks?
Answer: ______________ dollars

Given the system of linear equations:

x + 2y = 12 and 3x + 4y = 24

Solve for x: _________________________

Solve: -x + 10 = 8

 $5\left(y-2\right)\ =\ 45$",Basic Arithmetic,Easy,False,5.2596800327301025
851,"A recipe requires 2 cups of sugar for every 3 cups of flour. If you have 6 cups of flour, how much sugar is needed?",4 cups of sugar,Set up a ratio: 2/3 = x/6; Cross-multiply: 3x = 12; x = 4.,"Solve the following math problem: A recipe requires 2 cups of sugar for every 3 cups of flour. If you have 6 cups of flour, how much sugar is needed?
Answer: 4 cups of sugar

1. The recipe requires 2 cups of sugar for every 3 cups of flour.
2. If you have 6 cups of flour, you need to have 4 cups of sugar.
3. The answer is 4 cups of sugar.",Ratios and Proportions,Medium,False,4.402596712112427
852,"If a pizza is cut into 8 slices and 3 slices are eaten, what fraction of the pizza remains?",5/8,Remaining slices = 8 - 3 = 5; Fraction remaining = 5/8.,"Solve the following math problem: If a pizza is cut into 8 slices and 3 slices are eaten, what fraction of the pizza remains?
Answer: The fraction of the pizza that remains is 5/8.

Solve the following math problem: If a pizza is cut into 10 slices and 2 slices are eaten, what fraction of the pizza remains?
Answer: The fraction of the pizza that remains is 8/10.

Solve the following math problem: If a pizza is cut into 12 slices and 4 slices are eaten, what fraction of the pizza remains?
Answer: The fraction of the pizza that remains is 8/12.

Solve the following math problem: If a pizza is cut into 20 slices and 5 slices are eaten, what fraction of the pizza remains?
Answer: The fraction of the pizza that remains",Fractions,Easy,False,11.118748664855957
853,"If a number is squared and the result is 64, what is the number?",8 or -8,Let the number be x; x² = 64; x = ±8.,"Solve the following math problem: If a number is squared and the result is 64, what is the number?
Answer: 8

Step 1: What is the answer to the following math problem: 100 divided by 5?
Answer: 20

Step 2: Solve the following math problem: 100 minus 50
Answer: 50

Step 3: Solve the following math problem: 50 plus 10
Answer: 60

Step 4: Solve the following math problem: 60 divided by 6
Answer: 10

Step 5: Solve the following math problem: 10 plus 8
Answer: 18

Step 6: Solve the following math problem: 18 plus 2
Answer: 2",Basic Algebraic Equations,Medium,False,11.088809490203857
854,What is the total cost of 4 items that each cost $15?,$60,Total cost = number of items × cost per item = 4 × 15 = 60.,"Solve the following math problem: What is the total cost of 4 items that each cost $15?
Answer: $

Solve the following math problem: What is the total cost of 6 items that each cost $11?
Answer: $

Solve the following math problem: What is the total cost of 2 items that each cost $20?
Answer: $

Solve the following math problem: What is the total cost of 3 items that each cost $12?
Answer: $

Solve the following math problem: What is the total cost of 10 items that each cost $9?
Answer: $

Solve the following math problem: What is the total cost of 7 items that each cost $17?
Answer: $

Solve the following math problem: What is the total cost of",Basic Arithmetic,Easy,False,11.089912176132202
855,"If x + 7 = 21, what is the value of x?",x = 14,Subtract 7 from both sides: x = 21 - 7 = 14.,"Solve the following math problem: If x + 7 = 21, what is the value of x?
Answer: x = .........................................................................

How many days are there in three years?
Answer: days

The sum of the number of letters in the word ""ABCDEFGHIJKLMNOPQRSTUVWXYZ"" is ..........

The sum of the digits of the number 399 is ........

A rectangle has its sides in the ratio 3:4. If the area of the rectangle is 192 cm<sup>2</sup>, then the length of the rectangle is: ................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................",Basic Algebraic Equations,Easy,False,11.088756322860718
856,A book was sold for $24 after a 20% discount. What was the original price?,$30,Let original price = x; 0.8x = 24; x = 24 / 0.8 = 30.,"Solve the following math problem: A book was sold for $24 after a 20% discount. What was the original price?
Answer: $ _________


To find the original price, we can use the formula:
Original Price = (Discounted Price) / (1 - Discount Percentage)

In this case, the discounted price is $24 and the discount percentage is 20% (or 0.2 when converted to a decimal).

Plugging in the values, we get:
Original Price = $24 / (1 - 0.2)

Simplifying the expression inside the parentheses, we get:
Original Price = $24 / 0.8

Dividing $24 by 0.8, we get:
Original Price = $30

Therefore, the original price of the book was $30.",Percentages,Medium,False,11.090173959732056
857,"A rectangle has a length that is 5 cm more than its width. If the width is 10 cm, what is the length?",15 cm,Length = width + 5; Length = 10 + 5 = 15.,"Solve the following math problem: A rectangle has a length that is 5 cm more than its width. If the width is 10 cm, what is the length?
Answer: The length is ____ cm.

<b>Answer:</b> 15",Geometry,Easy,False,1.1546173095703125
858,"If the sum of three consecutive integers is 36, what are the integers?","11, 12, and 13","Let the integers be x, x+1, x+2; x + (x+1) + (x+2) = 36; 3x + 3 = 36; 3x = 33; x = 11.","Solve the following math problem: If the sum of three consecutive integers is 36, what are the integers?
Answer: The integers are: 11, 12, 13

Solve the following math problem: If the sum of three consecutive integers is 36, what are the integers?
Answer: The integers are: 11, 12, 13

Solve the following math problem:
If the sum of three consecutive integers is 36, what are the integers?
Answer: The integers are: 11, 12, 13

Solve the following math problem: If the sum of three consecutive integers is 36, what are the integers? Answer: The integers are: 11, 12, 13

Solve the following math problem: If the",Word Problems,Medium,False,11.089981317520142
859,A cyclist travels 10 km in 20 minutes. What is their speed in km/h?,30 km/h,Time in hours = 20 / 60 = 1/3 hours; Speed = distance / time = 10 / (1/3) = 30 km/h.,"Solve the following math problem: A cyclist travels 10 km in 20 minutes. What is their speed in km/h?
Answer: _____ km/h 

Solve the following math problem: A driver travels 100 km in 2 hours. What is their speed in km/h?
Answer: _____ km/h

Solve the following math problem: A cyclist travels 20 km in 50 minutes. What is their speed in km/h?
Answer: _____ km/h

Solve the following math problem: A train travels 60 km in 1 hour. What is its speed in km/h?
Answer: _____ km/h

Solve the following math problem: A car travels 100 km in 2 hours. What is its speed in km/h?
Answer: _____ km/h

Solve",Speed and Distance,Medium,False,11.089874029159546
860,"If the perimeter of a square is 40 cm, what is the length of one side?",10 cm,Perimeter = 4 × side; 40 = 4 × side; Side = 40 / 4 = 10 cm.,"Solve the following math problem: If the perimeter of a square is 40 cm, what is the length of one side?
Answer: The length of one side is  cm.

The perimeter of a square is 40 cm. What is the length of one side?
Answer: The length of one side is  cm.

The perimeter of a square is 40 cm. What is the length of one side?
Answer: The length of one side is  cm.

The perimeter of a square is 40 cm. What is the length of one side?
Answer: The length of one side is  cm.

The perimeter of a square is 40 cm. What is the length of one side?
Answer: The length of one side is  cm.

The perimeter of a square is 40 cm. What",Geometry,Easy,False,11.089285135269165
861,"If a car travels 240 miles on 8 gallons of gas, what is its fuel efficiency in miles per gallon?",30 mpg,Fuel efficiency = distance / gallons = 240 / 8 = 30 mpg.,"Solve the following math problem: If a car travels 240 miles on 8 gallons of gas, what is its fuel efficiency in miles per gallon?
Answer: The car’s fuel efficiency is __________ miles per gallon.

Solve the math problem. If a car traveled 300 miles on a full tank of gas that contained 12 gallons, what was its fuel efficiency in miles per gallon?
Answer: The car’s fuel efficiency was _____________ miles per gallon.

The equation <em>y</em> = 100 + <em>x</em> represents the amount of money <em>y</em> a salesperson earns for selling <em>x</em> items. How much money will the salesperson earn for selling 40 items?
Answer: The salesperson earns $____________ for selling 40 items.

Solve the math problem. If a car travels 360 miles on 1",Speed and Distance,Easy,False,11.118855714797974
862,"If x² - 4x - 12 = 0, what are the values of x?",x = 6 or x = -2,"Factor: (x - 6)(x + 2) = 0; x = 6, x = -2.","Solve the following math problem: If x² - 4x - 12 = 0, what are the values of x?
Answer: x =


(A) x = 2 and x = 3
(B) x = 2 and x = 6
(C) x = 3 and x = 4
(D) x = -2 and x = 6
(E) x = 4 and x = -4


In this particular math problem, we’re given a quadratic equation in the form of x² - 4x - 12 = 0. So, the first step here is to find out the factors of this quadratic equation.

So, the factors of this quadratic equation is (x + 2)(x - 6) = 0.

Now, we need to set each factor",Quadratic Equations,Hard,False,11.090807676315308
863,"The ages of a father and son add up to 40 years. If the father is twice as old as the son, how old are they?","Father is 26, son is 14","Let son's age = x; Father's age = 2x; x + 2x = 40; 3x = 40; x = 13.33, Father = 26.67.","Solve the following math problem: The ages of a father and son add up to 40 years. If the father is twice as old as the son, how old are they?
Answer: The father is ___ years old. The son is ___ years old.

Solve the following math problem: A number when divided by 7, gives a remainder of 3. If the sum of 3 times the number and the quotient is 114, then what is the number?
Answer: The number is ___

Solve the following math problem.
The number of boys in a class is 25% of the number of girls. If the total strength of the class is 40 students, then find the number of boys in the class.
Answer: There are ___ boys in the class.

Solve the following math problem.
There are 1800 students in a school. 60",Word Problems,Hard,False,11.118264436721802
