question_id,algebraic_word_problem,reference_answer,step_by_step_solution,predicted_answer,topic,difficulty,fuzzy_score
612,"A person invested part of $1,500 at 6% and the rest at 8%. If the total annual income from both investments is $108, how much was invested at each rate?",$900 at 6% and $600 at 8%,Let x = amount at 6% and 1500 - x at 8%; 0.06x + 0.08(1500 - x) = 108; Solve for x.,"Solve the following math problem: A person invested part of $1,500 at 6% and the rest at 8%. If the total annual income from both investments is $108, how much was invested at each rate?
Answer: \boxed{450} was invested at 6%, and \boxed{1050} was invested at 8%.

Explanation:
Let's denote the amount invested at 6% as x. Then, the amount invested at 8% is 1500 - x.

The total annual income from both investments is $108. We can write this as an equation:

0.06x + 0.08(1500 - x) = 108

Now, let's solve for x:

0.06x + 120 - 0.08x =",Finance,Hard,7
613,A farmer has 500 meters of fencing. He wants to build a rectangular pen with a length twice its width. What are the dimensions to maximize the area?,"Width = 83.33 meters, Length = 166.67 meters",Let width = x and length = 2x; Perimeter = 2x + 2(2x) = 500; Solve for x.,"Solve the following math problem: A farmer has 500 meters of fencing. He wants to build a rectangular pen with a length twice its width. What are the dimensions to maximize the area?
Answer: The dimensions that maximize the area are a width of 100 meters and a length of 200 meters.",Optimization,Hard,17
614,A chemist needs to mix a 20% saline solution with a 60% saline solution to get 200 liters of a 40% solution. How much of each should be used?,100 liters of 20% solution and 100 liters of 60% solution,Let x = liters of 20% solution; y = liters of 60% solution; x + y = 200; 0.2x + 0.6y = 0.4 * 200; Solve for x and y.,"Solve the following math problem: A chemist needs to mix a 20% saline solution with a 60% saline solution to get 200 liters of a 40% solution. How much of each should be used?
Answer:
The chemist should use 100 liters of the 20% solution and 100 liters of the 60% solution.

Here's the reasoning:

1. Let x be the amount of the 20% solution used and y be the amount of the 60% solution used.
2. We know that the total amount of the solution should be 200 liters, so x + y = 200.
3. We also know that the concentration of the final solution should be 40%, so 0.20x + 0.60y = 0.40(200).
4",Mixture Problems,Hard,18
615,The sum of two numbers is 80. Four times the smaller number is equal to twice the larger. What are the numbers?,30 and 50,Let x = smaller and y = larger; x + y = 80; 4x = 2y; Solve for x and y.,"Solve the following math problem: The sum of two numbers is 80. Four times the smaller number is equal to twice the larger. What are the numbers?
Answer: 1. Let's denote the smaller number as x and the larger number as y.
2. We have two equations based on the given conditions:
   - x + y = 80 (sum of the numbers)
   - 4x = 2y (four times the smaller number is equal to twice the larger)
3. Now, we can solve these equations simultaneously. First, let's isolate y in the first equation: y = 80 - x.
4. Next, substitute this expression for y into the second equation: 4x = 2(80 - x).
5. Simplify and solve for x: 4x = 160",Algebra,Hard,2
616,"A theater has 25 rows of seats, with each row having 4 more seats than the row in front of it. If the first row has 20 seats, how many seats are there in total?","1,450 seats","Arithmetic sequence: First term = 20, common difference = 4, number of terms = 25; Sum = 25/2 * (2 * 20 + (25 - 1) * 4).","Solve the following math problem: A theater has 25 rows of seats, with each row having 4 more seats than the row in front of it. If the first row has 20 seats, how many seats are there in total?
Answer:
The number of seats in each row forms an arithmetic sequence with a common difference of 4.
The first term of the sequence is 20, and the number of terms is 25.
Using the formula for the sum of an arithmetic sequence, we get:
$$S_{25} = \frac{25(20 + 20 + 4 \times 24)}{2} = 25 \times 20 + 25 \times 24 \times 4$$
$$S_{25} = 500 + 2400 = \boxed{2900}$$

Therefore, the",Sequences,Hard,3
617,"A cargo ship can carry a maximum of 500 tons. If each container weighs 20 tons and occupies 4 cubic meters of space, how many containers can the ship carry if it has 1000 cubic meters of storage?",25 containers,Each container uses 4 cubic meters and 20 tons; Ship space limit = 1000 / 4; Weight limit = 500 / 20.,"Solve the following math problem: A cargo ship can carry a maximum of 500 tons. If each container weighs 20 tons and occupies 4 cubic meters of space, how many containers can the ship carry if it has 1000 cubic meters of storage?
Answer: \boxed{500} containers.

Step 1: Determine the maximum number of containers the ship can carry based on weight.
The ship can carry a maximum of 500 tons, and each container weighs 20 tons. To find out how many containers the ship can carry based on weight, divide the total weight capacity by the weight of each container:
Number of containers = Total weight capacity / Weight per container
Number of containers = 500 tons / 20 tons per container
Number of containers = 25 containers

Step 2: Determine the maximum number of containers the ship can carry based on space.
The ship has 1000 cub",Optimization,Hard,3
618,"A student scored 85% in a test after answering 40 questions correctly. If each correct answer is worth 2 points and the test has a total of 100 points, how many questions did the student answer incorrectly?",10 questions,"Let total questions = x; Correct = 40, Incorrect = x - 40; Score = 40 * 2 / x = 0.85; Solve for x.","Solve the following math problem: A student scored 85% in a test after answering 40 questions correctly. If each correct answer is worth 2 points and the test has a total of 100 points, how many questions did the student answer incorrectly?
Answer:
The student scored 85% in the test, which means the student answered 85/100 of the questions correctly.
Let's denote the total number of questions as x.
So, 40/x = 85/100
Solving for x, we get x = 40 * 100 / 85 = 47.059
Since the number of questions must be a whole number, the student answered 47 questions correctly.
Therefore, the student answered 100 - 47 = \boxed{53} questions incorrectly.",Algebra,Hard,3
619,"A contractor hires two teams to build a wall. Team A can complete the job in 8 hours, and Team B in 12 hours. If Team A starts working alone for 2 hours and then Team B joins, how much longer will they take to finish?",3.33 hours,"Team A's rate = 1/8, Team B's rate = 1/12; Initial 2 hours = 2/8; Remaining = 3/4; Combined rate = 1/8 + 1/12.","Solve the following math problem: A contractor hires two teams to build a wall. Team A can complete the job in 8 hours, and Team B in 12 hours. If Team A starts working alone for 2 hours and then Team B joins, how much longer will they take to finish?
Answer: 
1. Team A can complete the job alone in 8 hours, so in 1 hour, Team A can complete 1/8 of the job.

2. In 2 hours, Team A completes 2/8 = 1/4 of the job.

3. This leaves 1 - 1/4 = 3/4 of the job to be done.

4. Team B can complete the job alone in 12 hours, so in 1 hour, Team B can complete 1/12 of the job.

5. When both teams work together, they can complete 1/8 + 1/12 = 3/24",Work Problems,Hard,2
620,"An investor bought a certain number of shares for $15 each. He later sold them for $20 each, making a profit of $500. How many shares did he buy?",100 shares,Let x = shares bought; Profit = 5x = 500; x = 500 / 5.,"Solve the following math problem: An investor bought a certain number of shares for $15 each. He later sold them for $20 each, making a profit of $500. How many shares did he buy?
Answer:
Let's denote the number of shares the investor bought as $x$. According to the problem, the investor's profit can be calculated by multiplying the profit per share by the number of shares. We know the profit per share is $20 - $15 = $5, and the total profit is $500. Therefore, we can set up the following equation:

Profit = Profit per share × Number of shares

$500 = $5 × $x$

To find the number of shares, $x$, we divide both sides of the equation by $5:

$x = \frac{$500}{$5} = 10",Finance,Hard,2
621,"A garden has a rectangular shape, with the length twice its width. If the perimeter is 60 meters, what are the dimensions?","Length = 20 meters, Width = 10 meters",Let width = x; length = 2x; Perimeter = 2(x + 2x) = 60.,"Solve the following math problem: A garden has a rectangular shape, with the length twice its width. If the perimeter is 60 meters, what are the dimensions?
Answer:

Let's denote the width as w and the length as l.

Step 1: Write the relationship between the length and the width:
l = 2w

Step 2: Write the formula for the perimeter of a rectangle:
Perimeter = 2l + 2w

Step 3: Substitute the expression for l from step 1 into the perimeter formula:
60 = 2(2w) + 2w

Step 4: Solve for w:
60 = 4w + 2w
60 = 6w
w = 10 meters

Step 5: Substitute the value",Geometry,Hard,11
622,"A jar contains a mixture of red, blue, and green marbles. The ratio of red to blue to green marbles is 3:4:5. If there are 240 marbles, how many are green?",100 green marbles,Let x = common ratio; Total = 3x + 4x + 5x = 240; Solve for x.,"Solve the following math problem: A jar contains a mixture of red, blue, and green marbles. The ratio of red to blue to green marbles is 3:4:5. If there are 240 marbles, how many are green?
Answer:
There are 120 green marbles.

Solution:
Let R, B, and G represent the number of red, blue, and green marbles, respectively. According to the problem, the ratio of red to blue to green marbles is 3:4:5. This means that for every 3 red marbles, there are 4 blue marbles and 5 green marbles.

We can write this ratio as an equation:

R/B = 3/4 and B/G = 4/5

We also know that the total number of marbles is 240, so we can write another equation:

R + B + G =",Ratio and Proportion,Hard,5
623,"A bicyclist travels 30 km/h on flat ground, but her speed decreases by 10% on each subsequent incline. After three inclines, what is her speed?",21.87 km/h,Speed after each incline: 30 * (0.9)^3 = 21.87 km/h.,"Solve the following math problem: A bicyclist travels 30 km/h on flat ground, but her speed decreases by 10% on each subsequent incline. After three inclines, what is her speed?
Answer: \boxed{30 \times 0.9^3 = 24.3 \text{ km/h}}

Brief explanation: The speed of the bicyclist decreases by 10% on each incline. Therefore, the speed on the third incline is $30 \times 0.9^3 = 24.3$ km/h.",Percentages,Hard,3
624,"A rectangular plot of land has an area of 300 square meters. If its length is 5 meters more than twice its width, what are its dimensions?","Length = 20 meters, Width = 10 meters","Let width = x, length = 2x + 5; x(2x + 5) = 300.","Solve the following math problem: A rectangular plot of land has an area of 300 square meters. If its length is 5 meters more than twice its width, what are its dimensions?
Answer:
The length is 20 meters, and the width is 10 meters.

Solution Enhancement:
Let's denote the width of the rectangular plot as $w$. According to the problem, the length is $2w + 5$. The area of a rectangle is given by the product of its length and width, which is 300 square meters in this case. Therefore, we can set up the following equation:

$$w \times (2w + 5) = 300$$

Expanding the equation, we get:

$$2w^2 + 5w - 300 = 0$$

Now,",Geometry,Hard,10
